ReNummer;SummeNetto;MwStSatz;ZahlungsbetragBrutto;KdNr;Summenebenkosten;ReDatum;Zahlungsdatum
102148;1333.34;0;1286.79;77513;46.55;2024-12-11 00:00:00.000;2025-01-09 00:00:00.000
102147;1250.00;0;1187.50;80073;62.50;2024-12-11 00:00:00.000;2025-02-11 00:00:00.000
102146;375.00;0;375.00;81151;0.00;2024-12-11 00:00:00.000;2025-03-21 00:00:00.000
102145;1680.00;0;1680.00;81137;0.00;2024-12-11 00:00:00.000;2024-12-31 00:00:00.000
102144;181.84;0;165.80;81070;16.04;2024-12-11 00:00:00.000;2025-01-13 00:00:00.000
102143;1212.00;0;1181.08;80965;30.92;2024-12-11 00:00:00.000;2025-02-26 00:00:00.000
102142;300.00;0;300.00;78775;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102141;212.17;0;203.81;80698;8.36;2024-12-11 00:00:00.000;2025-01-08 00:00:00.000
102140;400.00;0;400.00;80130;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102139;750.00;0;750.00;80188;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102138;2124.80;7;2273.54;11104;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102137;750.00;0;750.00;80188;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102136;1500.00;0;1500.00;80188;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102135;160.00;7;171.20;10757;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102134;2000.00;0;1940.00;80065;60.00;2024-12-11 00:00:00.000;2025-02-03 00:00:00.000
102133;85.00;0;85.00;30217;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102132;495.00;7;529.65;79476;0.00;2024-12-11 00:00:00.000;2024-12-06 00:00:00.000
102131;275.00;7;294.25;79482;0.00;2024-12-11 00:00:00.000;2024-12-27 00:00:00.000
102130;300.00;7;321.00;78563;0.00;2024-12-11 00:00:00.000;2024-12-16 00:00:00.000
102129;339.00;7;362.73;20985;0.00;2024-12-11 00:00:00.000;2025-01-09 00:00:00.000
102128;2550.00;0;2550.00;78281;0.00;2024-12-11 00:00:00.000;2025-01-09 00:00:00.000
102127;240.00;7;256.80;78338;0.00;2024-12-11 00:00:00.000;2024-12-12 00:00:00.000
102126;500.00;7;535.00;10794;0.00;2024-12-11 00:00:00.000;2024-12-18 00:00:00.000
102125;650.00;7;695.50;21119;0.00;2024-12-11 00:00:00.000;2024-12-23 00:00:00.000
102124;1375.00;7;1471.25;21074;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102123;458.33;7;490.41;20782;0.00;2024-12-11 00:00:00.000;2024-12-27 00:00:00.000
102122;680.00;7;727.60;10311;0.00;2024-12-11 00:00:00.000;2025-01-02 00:00:00.000
102121;348.00;7;372.36;75097;0.00;2024-12-11 00:00:00.000;2024-12-12 00:00:00.000
102120;1325.00;7;1417.75;10905;0.00;2024-12-11 00:00:00.000;2024-12-17 00:00:00.000
102119;200.00;7;214.00;20020;0.00;2024-12-11 00:00:00.000;2024-12-20 00:00:00.000
102118;70.00;7;74.90;11535;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102117;3500.00;7;3745.00;20020;0.00;2024-12-11 00:00:00.000;2024-12-20 00:00:00.000
102116;2000.00;7;2140.00;11190;0.00;2024-12-11 00:00:00.000;2025-01-09 00:00:00.000
102115;49.00;7;52.43;50178;0.00;2024-12-11 00:00:00.000;2024-12-19 00:00:00.000
102114;420.00;7;449.40;20908;0.00;2024-11-30 00:00:00.000;2024-12-12 00:00:00.000
102113;60.00;0;60.00;78522;0.00;2024-12-10 00:00:00.000;2025-01-10 00:00:00.000
102112;1258.00;0;1258.00;11181;0.00;2024-12-10 00:00:00.000;2024-12-24 00:00:00.000
102111;40.00;0;40.00;50513;0.00;2024-12-10 00:00:00.000;2024-12-19 00:00:00.000
102110;9.54;0;9.54;80244;0.00;2024-12-10 00:00:00.000;2025-01-29 00:00:00.000
102109;240.00;0;240.00;80518;0.00;2024-12-10 00:00:00.000;2024-12-05 00:00:00.000
102108;302.95;0;0.00;79699;0.00;2024-12-10 00:00:00.000;NULL
102107;625.00;0;625.00;79026;0.00;2024-12-10 00:00:00.000;2025-03-14 00:00:00.000
102106;420.00;0;420.00;80843;0.00;2024-12-10 00:00:00.000;2025-01-02 00:00:00.000
102105;1697.00;0;1671.62;80876;25.38;2024-12-10 00:00:00.000;2024-12-12 00:00:00.000
102104;333.33;0;333.33;80875;0.00;2024-12-10 00:00:00.000;2025-01-08 00:00:00.000
102103;483.10;0;474.55;80442;8.55;2024-12-10 00:00:00.000;2024-12-11 00:00:00.000
102102;1000.00;0;1000.00;80837;0.00;2024-12-10 00:00:00.000;2025-01-13 00:00:00.000
102101;1050.00;0;1050.00;80598;0.00;2024-12-10 00:00:00.000;2024-12-20 00:00:00.000
102100;2917.00;0;2917.00;79222;0.00;2024-12-10 00:00:00.000;2024-12-20 00:00:00.000
102099;142.47;0;137.86;80493;4.61;2024-12-10 00:00:00.000;2024-12-30 00:00:00.000
102098;60.60;0;60.60;80028;0.00;2024-12-10 00:00:00.000;2024-12-24 00:00:00.000
102097;642.00;0;642.00;80201;0.00;2024-12-10 00:00:00.000;2024-12-30 00:00:00.000
102096;20.00;7;21.40;12672;0.00;2024-12-06 00:00:00.000;2024-12-09 00:00:00.000
102095;292.00;0;292.00;79631;0.00;2024-12-10 00:00:00.000;2024-12-23 00:00:00.000
102094;1092.00;0;1105.79;79497;-13.79;2024-12-10 00:00:00.000;2025-01-10 00:00:00.000
102093;240.00;0;240.00;79046;0.00;2024-12-10 00:00:00.000;2024-12-10 00:00:00.000
102092;625.00;0;625.00;80562;0.00;2024-12-10 00:00:00.000;2024-12-17 00:00:00.000
102091;426.08;0;420.93;79180;5.15;2024-12-10 00:00:00.000;2025-01-24 00:00:00.000
102090;1284.37;0;1220.15;20585;64.22;2024-12-10 00:00:00.000;2025-02-14 00:00:00.000
102089;161.09;0;0.00;20651;0.00;2024-12-10 00:00:00.000;NULL
102088;288.00;0;288.00;79195;0.00;2024-12-10 00:00:00.000;2024-12-11 00:00:00.000
102087;203.50;7;217.75;12122;0.00;2024-11-30 00:00:00.000;2024-12-04 00:00:00.000
102086;37.50;7;40.13;20843;0.00;2024-12-09 00:00:00.000;2025-01-16 00:00:00.000
102085;111.00;7;118.77;12122;0.00;2024-11-30 00:00:00.000;2024-12-04 00:00:00.000
102084;225.00;7;240.75;20843;0.00;2024-12-09 00:00:00.000;2024-12-30 00:00:00.000
102083;139.50;7;149.27;20843;0.00;2024-12-09 00:00:00.000;2025-01-09 00:00:00.000
102082;112.00;7;119.84;20018;0.00;2024-12-09 00:00:00.000;2024-12-10 00:00:00.000
102081;120.00;7;128.40;73782;0.00;2024-12-09 00:00:00.000;2024-12-23 00:00:00.000
102080;1000.00;0;1000.00;10251;0.00;2024-12-09 00:00:00.000;2025-01-09 00:00:00.000
102079;150.00;0;0.00;10677;0.00;2024-12-09 00:00:00.000;NULL
102078;485.00;0;485.00;78016;0.00;2024-12-09 00:00:00.000;2024-12-19 00:00:00.000
102077;132.89;0;131.55;80950;1.34;2024-12-09 00:00:00.000;2024-12-16 00:00:00.000
102076;3700.00;7;3959.00;75176;0.00;2024-12-09 00:00:00.000;2024-12-20 00:00:00.000
102075;1200.00;7;0.00;77869;0.00;2024-12-09 00:00:00.000;NULL
102074;100.00;7;107.00;10411;0.00;2024-12-03 00:00:00.000;2024-12-04 00:00:00.000
102073;500.00;7;535.00;75665;0.00;2024-12-09 00:00:00.000;2024-12-23 00:00:00.000
102072;600.00;7;642.00;12289;0.00;2024-12-09 00:00:00.000;2024-12-16 00:00:00.000
102071;3000.00;7;3210.00;30082;0.00;2024-12-09 00:00:00.000;2024-12-16 00:00:00.000
102070;11500.00;7;12305.00;30082;0.00;2024-12-09 00:00:00.000;2024-12-16 00:00:00.000
102069;300.00;7;321.00;12572;0.00;2024-12-09 00:00:00.000;2025-01-24 00:00:00.000
102068;2000.00;7;2140.00;73287;0.00;2024-12-09 00:00:00.000;2025-01-10 00:00:00.000
102067;2000.00;7;2140.00;12407;0.00;2024-12-09 00:00:00.000;2025-01-29 00:00:00.000
102066;366.00;7;391.62;10292;0.00;2024-12-09 00:00:00.000;2024-12-10 00:00:00.000
102065;750.00;7;802.50;20996;0.00;2024-12-09 00:00:00.000;2024-12-16 00:00:00.000
102064;750.00;7;802.50;10256;0.00;2024-12-09 00:00:00.000;2024-12-12 00:00:00.000
102063;400.00;7;428.00;12020;0.00;2024-12-09 00:00:00.000;2024-12-24 00:00:00.000
102062;54.00;7;57.78;10292;0.00;2024-12-09 00:00:00.000;2024-12-10 00:00:00.000
102061;1900.00;7;2033.00;20213;0.00;2024-12-09 00:00:00.000;2025-01-09 00:00:00.000
102060;2000.00;7;2140.00;10838;0.00;2024-12-09 00:00:00.000;2025-01-07 00:00:00.000
102059;350.00;7;374.50;10383;0.00;2024-12-09 00:00:00.000;2024-12-19 00:00:00.000
102058;120.00;7;128.40;20197;0.00;2024-12-09 00:00:00.000;2024-12-10 00:00:00.000
102057;2950.00;7;3156.50;20038;0.00;2024-12-09 00:00:00.000;2025-01-03 00:00:00.000
102056;50.00;7;53.50;20893;0.00;2024-11-30 00:00:00.000;2024-12-12 00:00:00.000
102055;8500.00;7;9095.00;20608;0.00;2024-12-09 00:00:00.000;2024-12-19 00:00:00.000
102054;200.00;0;200.00;73250;0.00;2024-12-09 00:00:00.000;2024-12-20 00:00:00.000
102053;2200.00;0;2200.00;30137;0.00;2024-12-09 00:00:00.000;2024-12-20 00:00:00.000
102052;1404.13;0;1404.13;75564;0.00;2024-12-09 00:00:00.000;2024-12-02 00:00:00.000
102051;639.14;0;639.14;20943;0.00;2024-12-09 00:00:00.000;2024-12-04 00:00:00.000
102050;825.00;0;783.75;80467;41.25;2024-12-09 00:00:00.000;2024-12-30 00:00:00.000
102049;750.00;0;750.00;81157;0.00;2024-12-09 00:00:00.000;2024-12-10 00:00:00.000
102048;625.00;0;625.00;79026;0.00;2024-11-30 00:00:00.000;2025-03-14 00:00:00.000
102047;603.67;0;598.43;79180;5.24;2024-12-09 00:00:00.000;2024-12-12 00:00:00.000
102046;103.20;0;103.20;78096;0.00;2024-12-09 00:00:00.000;2025-02-10 00:00:00.000
102045;780.00;0;780.00;72824;0.00;2024-12-09 00:00:00.000;2025-01-23 00:00:00.000
102044;50.00;7;53.50;73303;0.00;2024-12-09 00:00:00.000;2025-01-08 00:00:00.000
102043;3787.80;0;3787.80;78096;0.00;2024-12-09 00:00:00.000;2025-02-20 00:00:00.000
102042;967.26;0;918.90;11525;48.36;2024-12-09 00:00:00.000;2024-12-19 00:00:00.000
102041;1500.00;7;1605.00;77543;0.00;2024-12-09 00:00:00.000;2024-12-18 00:00:00.000
102040;301.85;0;278.35;79699;23.50;2024-11-30 00:00:00.000;2024-12-09 00:00:00.000
102039;1067.17;0;1027.58;79705;39.59;2024-12-09 00:00:00.000;2025-01-14 00:00:00.000
102038;7114.46;0;6852.62;79705;261.84;2024-12-09 00:00:00.000;2025-01-14 00:00:00.000
102037;6971.01;0;6715.55;79705;255.46;2024-12-09 00:00:00.000;2025-01-14 00:00:00.000
102036;45.00;7;48.15;72963;0.00;2024-12-09 00:00:00.000;2024-12-18 00:00:00.000
102035;270.00;7;288.90;20137;0.00;2024-12-06 00:00:00.000;2024-12-11 00:00:00.000
102034;1206.00;7;1290.42;20213;0.00;2024-12-04 00:00:00.000;2024-12-05 00:00:00.000
102033;38.35;7;41.03;20122;0.00;2024-12-05 00:00:00.000;2024-12-09 00:00:00.000
102032;315.00;7;337.05;10383;0.00;2024-12-02 00:00:00.000;2024-12-05 00:00:00.000
102031;1324.00;7;1416.68;79666;0.00;2024-12-04 00:00:00.000;2024-12-04 00:00:00.000
102030;482.77;0;467.70;79945;15.07;2024-12-06 00:00:00.000;2025-02-07 00:00:00.000
102029;784.51;0;784.51;80028;0.00;2024-12-06 00:00:00.000;2024-12-24 00:00:00.000
102028;253.45;0;253.45;72851;0.00;2024-12-06 00:00:00.000;2025-02-05 00:00:00.000
102027;289.66;0;289.66;79945;0.00;2024-12-06 00:00:00.000;2025-01-15 00:00:00.000
102026;4070.00;7;4354.90;20020;0.00;2024-12-06 00:00:00.000;2024-12-20 00:00:00.000
102025;11998.00;7;12837.86;20005;0.00;2024-12-05 00:00:00.000;2024-12-05 00:00:00.000
102024;35.00;7;37.45;11981;0.00;2024-12-04 00:00:00.000;2024-12-06 00:00:00.000
102023;175.00;7;187.25;10495;0.00;2024-12-05 00:00:00.000;2024-11-06 00:00:00.000
102022;252.44;7;270.11;10775;0.00;2024-12-04 00:00:00.000;2024-12-09 00:00:00.000
102021;141.00;7;150.87;20005;0.00;2024-11-28 00:00:00.000;2024-12-05 00:00:00.000
102020;40.00;7;42.80;70658;0.00;2024-12-04 00:00:00.000;2024-12-04 00:00:00.000
102019;30.00;7;32.10;77247;0.00;2024-12-05 00:00:00.000;2024-12-16 00:00:00.000
102018;715.00;7;765.05;10249;0.00;2024-12-05 00:00:00.000;2024-12-11 00:00:00.000
102017;432.00;7;462.24;20288;0.00;2024-12-05 00:00:00.000;2024-12-06 00:00:00.000
102016;2944.20;0;2944.20;12209;0.00;2024-12-05 00:00:00.000;2025-01-31 00:00:00.000
102015;180.00;7;192.60;20524;0.00;2024-12-05 00:00:00.000;2024-12-16 00:00:00.000
102014;130.00;7;139.10;20524;0.00;2024-12-05 00:00:00.000;2024-12-11 00:00:00.000
102013;5842.01;0;5678.99;79705;163.02;2024-12-05 00:00:00.000;2025-01-07 00:00:00.000
102012;14035.66;0;13644.31;79705;391.35;2024-12-05 00:00:00.000;2025-01-07 00:00:00.000
102011;483.33;0;472.21;81177;11.12;2024-12-05 00:00:00.000;2025-02-06 00:00:00.000
102010;2496.00;7;0.00;72804;0.00;2024-12-05 00:00:00.000;NULL
102009;150.00;7;160.50;12512;0.00;2024-12-05 00:00:00.000;2024-12-09 00:00:00.000
102008;900.00;7;963.00;77295;0.00;2024-12-05 00:00:00.000;2025-04-01 00:00:00.000
102007;1692.00;0;1692.00;80876;0.00;2024-11-30 00:00:00.000;2024-12-12 00:00:00.000
102006;1436.76;0;1436.76;21048;0.00;2024-12-05 00:00:00.000;2024-12-20 00:00:00.000
102005;2000.00;0;2000.00;20223;0.00;2024-11-30 00:00:00.000;2025-01-13 00:00:00.000
102004;3189.00;0;3238.79;78841;-49.79;2024-11-30 00:00:00.000;2025-01-09 00:00:00.000
102003;225.00;0;225.00;79150;0.00;2024-11-30 00:00:00.000;2024-12-12 00:00:00.000
102002;1166.67;0;1166.67;79791;0.00;2024-11-30 00:00:00.000;2025-02-10 00:00:00.000
102001;350.00;0;350.00;79199;0.00;2024-11-30 00:00:00.000;2024-12-09 00:00:00.000
102000;1333.33;0;1333.33;78695;0.00;2024-11-30 00:00:00.000;2024-12-20 00:00:00.000
101999;400.00;7;428.00;80343;0.00;2024-11-30 00:00:00.000;2024-12-17 00:00:00.000
101998;240.00;0;240.00;80522;0.00;2024-11-30 00:00:00.000;2024-12-06 00:00:00.000
101997;2790.00;7;0.00;80718;0.00;2024-11-30 00:00:00.000;NULL
101996;600.00;0;600.00;80777;0.00;2024-11-30 00:00:00.000;2024-12-09 00:00:00.000
101995;800.00;0;800.00;79998;0.00;2024-11-30 00:00:00.000;2025-02-28 00:00:00.000
101994;1225.00;0;1225.00;79796;0.00;2024-11-30 00:00:00.000;2025-01-31 00:00:00.000
101993;266.40;0;213.99;80820;52.41;2024-12-04 00:00:00.000;2025-02-11 00:00:00.000
101992;0.00;7;0.00;79691;0.00;2024-12-04 00:00:00.000;NULL
101991;308.65;0;308.65;21023;0.00;2024-12-04 00:00:00.000;2024-12-16 00:00:00.000
101990;29.00;7;31.03;10238;0.00;2024-12-03 00:00:00.000;2024-12-11 00:00:00.000
101989;60.00;7;64.20;80245;0.00;2024-12-04 00:00:00.000;2024-12-11 00:00:00.000
101988;70.00;7;74.90;20348;0.00;2024-12-04 00:00:00.000;2024-12-13 00:00:00.000
101987;29.00;7;31.03;10233;0.00;2024-12-04 00:00:00.000;2024-12-11 00:00:00.000
101986;520.00;0;520.00;71984;0.00;2024-12-04 00:00:00.000;2024-12-20 00:00:00.000
101985;128.00;7;136.96;10231;0.00;2024-11-27 00:00:00.000;2024-11-27 00:00:00.000
101984;1784.00;7;1908.88;79666;0.00;2024-11-27 00:00:00.000;2024-11-27 00:00:00.000
101983;90.00;7;96.30;10375;0.00;2024-11-30 00:00:00.000;2024-12-03 00:00:00.000
101982;4701.00;7;5030.07;40003;0.00;2024-12-03 00:00:00.000;2024-12-04 00:00:00.000
101981;6000.00;7;6420.00;80924;0.00;2024-12-03 00:00:00.000;2024-12-12 00:00:00.000
101980;900.00;0;900.00;80336;0.00;2024-12-03 00:00:00.000;2024-12-10 00:00:00.000
101979;4124.00;0;3965.75;81167;158.25;2024-11-30 00:00:00.000;2025-01-08 00:00:00.000
101978;760.00;0;760.00;80706;0.00;2024-12-03 00:00:00.000;2024-12-11 00:00:00.000
101977;2000.00;0;2000.00;81170;0.00;2024-12-03 00:00:00.000;2025-01-14 00:00:00.000
101976;375.00;0;375.00;81097;0.00;2024-12-02 00:00:00.000;2024-12-13 00:00:00.000
101975;200.00;0;0.00;79630;0.00;2024-12-03 00:00:00.000;NULL
101974;145.00;0;145.00;81044;0.00;2024-12-02 00:00:00.000;2024-12-20 00:00:00.000
101973;4000.00;0;4000.00;80012;0.00;2024-12-02 00:00:00.000;2025-02-11 00:00:00.000
101972;700.00;0;700.00;80918;0.00;2024-12-02 00:00:00.000;2025-02-17 00:00:00.000
101971;1500.00;0;1500.00;80847;0.00;2024-12-02 00:00:00.000;2025-01-29 00:00:00.000
101970;208.00;0;208.00;79348;0.00;2024-12-02 00:00:00.000;2025-02-11 00:00:00.000
101969;2400.00;7;2568.00;20650;0.00;2024-12-02 00:00:00.000;2024-12-17 00:00:00.000
101968;1000.00;0;1000.00;75283;0.00;2024-12-02 00:00:00.000;2024-12-04 00:00:00.000
101967;100.00;0;100.00;80190;0.00;2024-12-02 00:00:00.000;2025-01-07 00:00:00.000
101966;800.00;7;856.00;10384;0.00;2024-12-02 00:00:00.000;2024-12-10 00:00:00.000
101965;1500.00;0;1500.00;10250;0.00;2024-12-02 00:00:00.000;2024-12-09 00:00:00.000
101964;391.66;0;392.19;78691;-0.53;2024-12-02 00:00:00.000;2024-12-09 00:00:00.000
101963;3600.00;7;3852.00;10154;0.00;2024-12-02 00:00:00.000;2025-01-07 00:00:00.000
101962;450.00;7;481.50;79994;0.00;2024-12-02 00:00:00.000;2024-12-04 00:00:00.000
101961;195.00;7;208.65;12053;0.00;2024-12-02 00:00:00.000;2024-12-09 00:00:00.000
101960;15555.20;0;15551.66;79741;3.54;2024-11-27 00:00:00.000;2025-03-03 00:00:00.000
101959;5500.00;0;5500.00;73760;0.00;2024-12-02 00:00:00.000;2024-12-20 00:00:00.000
101958;830.00;7;888.10;10290;0.00;2024-12-02 00:00:00.000;2024-12-12 00:00:00.000
101957;3480.00;0;3480.00;79806;0.00;2024-12-02 00:00:00.000;2024-12-12 00:00:00.000
101956;63.00;7;67.41;75685;0.00;2024-12-02 00:00:00.000;2024-12-10 00:00:00.000
101955;2800.00;0;2800.00;79803;0.00;2024-12-02 00:00:00.000;2024-12-17 00:00:00.000
101954;7500.00;0;7500.00;79584;0.00;2024-12-02 00:00:00.000;2024-12-20 00:00:00.000
101953;810.00;7;866.70;75685;0.00;2024-12-02 00:00:00.000;2024-12-10 00:00:00.000
101952;150.00;0;150.00;75903;0.00;2024-12-02 00:00:00.000;2025-01-15 00:00:00.000
101951;20.00;7;21.40;20485;0.00;2024-11-30 00:00:00.000;2024-12-04 00:00:00.000
101950;1300.00;7;1391.00;20697;0.00;2024-12-02 00:00:00.000;2025-01-13 00:00:00.000
101949;54.00;7;57.78;79475;0.00;2024-12-02 00:00:00.000;2024-12-12 00:00:00.000
101948;2500.00;7;2675.00;10049;0.00;2024-12-02 00:00:00.000;2024-12-30 00:00:00.000
101947;166.00;0;166.00;79560;0.00;2024-12-02 00:00:00.000;2025-02-06 00:00:00.000
101946;1000.00;7;1070.00;75752;0.00;2024-12-02 00:00:00.000;2024-12-04 00:00:00.000
101945;23000.00;7;24610.00;10039;0.00;2024-12-02 00:00:00.000;2024-12-17 00:00:00.000
101944;400.00;7;428.00;78020;0.00;2024-12-02 00:00:00.000;2024-12-13 00:00:00.000
101943;2500.00;7;2675.00;20827;0.00;2024-12-02 00:00:00.000;2024-12-18 00:00:00.000
101942;155.95;7;166.87;79210;0.00;2024-12-02 00:00:00.000;2024-12-04 00:00:00.000
101941;495.00;0;495.00;72631;0.00;2024-12-02 00:00:00.000;2025-01-08 00:00:00.000
101940;100.00;0;100.00;79148;0.00;2024-12-02 00:00:00.000;2025-01-08 00:00:00.000
101939;1200.00;0;1200.00;79149;0.00;2024-12-02 00:00:00.000;2025-01-08 00:00:00.000
101938;600.00;7;642.00;79041;0.00;2024-12-02 00:00:00.000;2024-12-18 00:00:00.000
101937;265.50;0;265.50;79279;0.00;2024-12-02 00:00:00.000;2024-12-16 00:00:00.000
101936;2100.00;0;2100.00;80832;0.00;2024-12-02 00:00:00.000;2024-12-24 00:00:00.000
101935;640.26;0;618.74;79641;21.52;2024-12-02 00:00:00.000;2025-01-09 00:00:00.000
101934;1500.00;19;1785.00;40003;0.00;2024-11-30 00:00:00.000;2024-12-04 00:00:00.000
101933;7958.13;19;9470.17;40003;0.00;2024-11-30 00:00:00.000;2024-12-04 00:00:00.000
101932;8371.00;0;8305.15;80318;65.85;2024-12-02 00:00:00.000;2024-12-24 00:00:00.000
101931;1700.00;7;1819.00;76875;0.00;2024-12-02 00:00:00.000;2024-12-30 00:00:00.000
101930;475.00;7;508.25;74026;0.00;2024-12-02 00:00:00.000;2024-12-03 00:00:00.000
101929;600.00;7;642.00;73561;0.00;2024-12-02 00:00:00.000;2024-12-13 00:00:00.000
101928;380.00;0;380.00;11194;0.00;2024-12-02 00:00:00.000;2024-12-06 00:00:00.000
101927;375.00;7;401.25;78666;0.00;2024-12-02 00:00:00.000;2024-12-06 00:00:00.000
101926;40.00;7;42.80;73303;0.00;2024-12-02 00:00:00.000;2025-01-08 00:00:00.000
101925;3000.00;0;3000.00;20013;0.00;2024-12-02 00:00:00.000;2025-03-05 00:00:00.000
101924;500.00;0;500.00;20013;0.00;2024-12-02 00:00:00.000;2024-12-19 00:00:00.000
101923;1100.00;0;1100.00;20013;0.00;2024-12-02 00:00:00.000;2024-12-19 00:00:00.000
101922;1400.00;7;1498.00;20013;0.00;2024-12-02 00:00:00.000;2024-12-19 00:00:00.000
101921;3600.00;7;3852.00;20013;0.00;2024-12-02 00:00:00.000;2024-12-19 00:00:00.000
101920;28500.00;7;30495.00;78468;0.00;2024-12-02 00:00:00.000;2024-12-12 00:00:00.000
101919;450.00;7;481.50;81169;0.00;2024-12-02 00:00:00.000;2024-12-03 00:00:00.000
101918;1260.00;7;1348.20;78107;0.00;2024-09-30 00:00:00.000;2024-09-30 00:00:00.000
101917;79230.00;0;79230.00;73105;0.00;2024-11-29 00:00:00.000;2025-01-28 00:00:00.000
101916;67200.00;0;67200.00;73105;0.00;2024-11-29 00:00:00.000;2025-01-28 00:00:00.000
101915;100.00;7;107.00;73972;0.00;2024-12-01 00:00:00.000;2025-02-07 00:00:00.000
101914;316.00;7;338.12;20743;0.00;2024-12-01 00:00:00.000;2024-12-04 00:00:00.000
101913;1550.00;0;1550.00;10616;0.00;2024-12-01 00:00:00.000;2024-12-31 00:00:00.000
101912;1700.00;7;1819.00;12603;0.00;2024-12-01 00:00:00.000;2024-12-12 00:00:00.000
101911;5750.00;7;6152.50;20267;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101910;9500.00;7;10165.00;20731;0.00;2024-12-01 00:00:00.000;2025-02-14 00:00:00.000
101909;4800.00;7;5136.00;73221;0.00;2024-12-01 00:00:00.000;2024-12-04 00:00:00.000
101908;1950.00;7;2086.50;12132;0.00;2024-12-01 00:00:00.000;2024-11-28 00:00:00.000
101907;700.00;7;749.00;77680;0.00;2024-12-01 00:00:00.000;2024-12-17 00:00:00.000
101906;1750.00;7;1872.50;10952;0.00;2024-12-01 00:00:00.000;2024-12-05 00:00:00.000
101905;805.00;7;861.35;77174;0.00;2024-12-01 00:00:00.000;2024-12-10 00:00:00.000
101904;1250.00;7;1337.50;75745;0.00;2024-12-01 00:00:00.000;2024-12-20 00:00:00.000
101903;825.00;7;882.75;75611;0.00;2024-12-01 00:00:00.000;2024-12-18 00:00:00.000
101902;650.00;7;695.50;75254;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101901;275.00;7;294.25;12324;0.00;2024-12-01 00:00:00.000;2024-12-19 00:00:00.000
101900;100.00;7;107.00;10349;0.00;2024-12-01 00:00:00.000;2025-01-21 00:00:00.000
101899;545.50;7;583.69;75232;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101898;466.00;0;466.00;50286;0.00;2024-12-01 00:00:00.000;2024-12-12 00:00:00.000
101897;2639.00;0;2639.00;20993;0.00;2024-12-01 00:00:00.000;2024-12-12 00:00:00.000
101896;275.00;7;294.25;75279;0.00;2024-12-01 00:00:00.000;2024-12-10 00:00:00.000
101895;1300.00;7;1391.00;72874;0.00;2024-12-01 00:00:00.000;2024-12-12 00:00:00.000
101894;4600.00;0;4600.00;72120;0.00;2024-12-01 00:00:00.000;2024-12-19 00:00:00.000
101893;1350.00;7;1444.50;20639;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101892;340.00;7;363.80;11480;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101891;4000.00;7;0.00;20434;0.00;2024-12-01 00:00:00.000;NULL
101890;172.00;7;0.00;20361;0.00;2024-12-01 00:00:00.000;NULL
101889;4200.00;7;4494.00;20342;0.00;2024-12-01 00:00:00.000;2024-12-09 00:00:00.000
101888;1990.00;7;2129.30;10216;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101887;525.00;7;561.75;72632;0.00;2024-12-01 00:00:00.000;2025-02-11 00:00:00.000
101886;1100.00;7;1177.00;20444;0.00;2024-12-01 00:00:00.000;2024-12-16 00:00:00.000
101885;3750.00;0;3750.00;10722;0.00;2024-12-01 00:00:00.000;2024-12-05 00:00:00.000
101884;13750.00;0;13750.00;10964;0.00;2024-12-01 00:00:00.000;2025-03-27 00:00:00.000
101883;7500.00;7;8025.00;20121;0.00;2024-12-01 00:00:00.000;2025-02-13 00:00:00.000
101882;2250.00;7;2407.50;12082;0.00;2024-12-01 00:00:00.000;2024-12-12 00:00:00.000
101881;169.00;7;180.83;12348;0.00;2024-12-01 00:00:00.000;2024-12-06 00:00:00.000
101880;3900.00;7;4173.00;12197;0.00;2024-12-01 00:00:00.000;2024-12-09 00:00:00.000
101879;20500.00;7;21935.00;12187;0.00;2024-12-01 00:00:00.000;2024-12-13 00:00:00.000
101878;2500.00;7;2675.00;10851;0.00;2024-12-01 00:00:00.000;2024-12-02 00:00:00.000
101877;13500.00;7;14445.00;20054;0.00;2024-12-01 00:00:00.000;2024-12-09 00:00:00.000
101876;800.00;7;856.00;81112;0.00;2024-11-28 00:00:00.000;2024-12-05 00:00:00.000
101875;7200.00;0;7200.00;78833;0.00;2024-11-28 00:00:00.000;2024-12-12 00:00:00.000
101874;6400.00;0;6400.00;77985;0.00;2024-11-28 00:00:00.000;2024-12-27 00:00:00.000
101873;605.00;7;647.35;12485;0.00;2024-11-27 00:00:00.000;2024-12-02 00:00:00.000
